Ent Station,Ext Station,"Riders, Average Weekday, May 2012"
Fort Totten,Pentagon City,24.4
Fort Totten,Potomac Avenue,8.8
Fort Totten,Prince George's Plaza,26.4
Fort Totten,Reagan Washington National Airport,19
Fort Totten,Rhode Island Avenue,74.7
Fort Totten,Rockville,9.8
Fort Totten,Rosslyn,49.8
Fort Totten,Shady Grove,11
Fort Totten,Shaw-Howard University,44.1
Fort Totten,Silver Spring,82.9
Fort Totten,Smithsonian,38.3
Fort Totten,Southern Avenue,17.3
Fort Totten,Stadium-Armory,11.5
Fort Totten,Suitland,16.7
Fort Totten,Takoma,30
Fort Totten,Tenleytown-AU,57.6
Fort Totten,Twinbrook,4.2
Fort Totten,U Street-Cardozo,69.1
Fort Totten,Union Station,300.5
Fort Totten,Van Dorn Street,3.8
Fort Totten,Van Ness-UDC,20.5
Fort Totten,Vienna,10
Fort Totten,Virginia Square-GMU,8.6
Fort Totten,Waterfront,30.3
Fort Totten,West Falls Church,20.7
Fort Totten,West Hyattsville,13.9
Fort Totten,Wheaton,29.7
Fort Totten,White Flint,4.6
Fort Totten,Woodley Park-Zoo,21.8
Franconia-Springfield,Addison Road,4
Franconia-Springfield,Anacostia,8.2
Franconia-Springfield,Archives-Navy Memorial,192.7
Franconia-Springfield,Arlington Cemetery,10.4
Franconia-Springfield,Ballston,70.2
Franconia-Springfield,Benning Road,2
Franconia-Springfield,Bethesda,19.7
Franconia-Springfield,Braddock Road,49.3
Franconia-Springfield,Branch Avenue,4.8
Franconia-Springfield,Brookland,20.5
Franconia-Springfield,Capitol Heights,1.2
Franconia-Springfield,Capitol South,74.5
Franconia-Springfield,Cheverly,2.3
Franconia-Springfield,Clarendon,25.7
Franconia-Springfield,Cleveland Park,3.1
Franconia-Springfield,College Park-U of MD,7
Franconia-Springfield,Columbia Heights,11.5
Franconia-Springfield,Congress Heights,1.5
Franconia-Springfield,Court House,37.4
Franconia-Springfield,Crystal City,424.2
Franconia-Springfield,Deanwood,1.4
Franconia-Springfield,Dunn Loring,6.1
Franconia-Springfield,Dupont Circle,41.3
Franconia-Springfield,East Falls Church,4.5
Franconia-Springfield,Eastern Market,21.6
Franconia-Springfield,Eisenhower Avenue,25.9
Franconia-Springfield,Farragut North,10.4
Franconia-Springfield,Farragut West,643.3
Franconia-Springfield,Federal Center SW,61.2
Franconia-Springfield,Federal Triangle,200.2
Franconia-Springfield,Foggy Bottom,318.4
Franconia-Springfield,Forest Glen,1.9
Franconia-Springfield,Fort Totten,2.8
Franconia-Springfield,Franconia-Springfield,10.8
Franconia-Springfield,Friendship Heights,17.4
Franconia-Springfield,Gallery Place-Chinatown,194
Franconia-Springfield,Georgia Avenue-Petworth,2
Franconia-Springfield,Glenmont,0.8
Franconia-Springfield,Greenbelt,3.5
Franconia-Springfield,Grosvenor,1.9
Franconia-Springfield,Huntington,11.4
Franconia-Springfield,Judiciary Square,51.8
Franconia-Springfield,King Street,240.4
Franconia-Springfield,Landover,0.4
Franconia-Springfield,Largo Town Center,1.8
Franconia-Springfield,L'Enfant Plaza,334.4
Franconia-Springfield,McPherson Square,446.5
Franconia-Springfield,Medical Center,35.2
Franconia-Springfield,Metro Center,231.9
Franconia-Springfield,Minnesota Avenue,2.5
Franconia-Springfield,Morgan Blvd.,0.7
Franconia-Springfield,Mt. Vernon Square-UDC,17.8
Franconia-Springfield,Navy Yard,93.1
Franconia-Springfield,Naylor Road,1.5
Franconia-Springfield,New Carrollton,12.3
Franconia-Springfield,New York Ave,63.4
Franconia-Springfield,Pentagon,835.2
Franconia-Springfield,Pentagon City,114.8
Franconia-Springfield,Potomac Avenue,1.2
Franconia-Springfield,Prince George's Plaza,6.5
Franconia-Springfield,Reagan Washington National Airport,122.6
Franconia-Springfield,Rhode Island Avenue,4.9
Franconia-Springfield,Rockville,3.5
Franconia-Springfield,Rosslyn,283
Franconia-Springfield,Shady Grove,6.3
Franconia-Springfield,Shaw-Howard University,8.7
Franconia-Springfield,Silver Spring,24.8
Franconia-Springfield,Smithsonian,107.1
Franconia-Springfield,Southern Avenue,2.4
Franconia-Springfield,Stadium-Armory,3.5
Franconia-Springfield,Suitland,9
Franconia-Springfield,Takoma,1.8
Franconia-Springfield,Tenleytown-AU,20.8
Franconia-Springfield,Twinbrook,4
Franconia-Springfield,U Street-Cardozo,8.6
Franconia-Springfield,Union Station,142
Franconia-Springfield,Van Dorn Street,34
Franconia-Springfield,Van Ness-UDC,19.5
Franconia-Springfield,Vienna,6.5
Franconia-Springfield,Virginia Square-GMU,14.9
Franconia-Springfield,Waterfront,8.6
Franconia-Springfield,West Falls Church,16.5
Franconia-Springfield,West Hyattsville,3
Franconia-Springfield,Wheaton,3.1
Franconia-Springfield,White Flint,6
Franconia-Springfield,Woodley Park-Zoo,13.4
Friendship Heights,Addison Road,0.7
Friendship Heights,Anacostia,6.2
Friendship Heights,Archives-Navy Memorial,14.2
Friendship Heights,Arlington Cemetery,4.9
Friendship Heights,Ballston,15.6
Friendship Heights,Benning Road,0.7
Friendship Heights,Bethesda,108.9
Friendship Heights,Braddock Road,3.1
Friendship Heights,Branch Avenue,0.7
Friendship Heights,Brookland,12.2
Friendship Heights,Capitol Heights,1
Friendship Heights,Capitol South,57.7
Friendship Heights,Cheverly,0.1
Friendship Heights,Clarendon,5.9
Friendship Heights,Cleveland Park,12.3
Friendship Heights,College Park-U of MD,7
Friendship Heights,Columbia Heights,3.1
Friendship Heights,Congress Heights,1.9
Friendship Heights,Court House,13.7
Friendship Heights,Crystal City,27.2
Friendship Heights,Deanwood,1
Friendship Heights,Dunn Loring,1.2
Friendship Heights,Dupont Circle,223.4
Friendship Heights,East Falls Church,2.1
Friendship Heights,Eastern Market,8.1
Friendship Heights,Eisenhower Avenue,2.6
Friendship Heights,Farragut North,819
Friendship Heights,Farragut West,4.7
Friendship Heights,Federal Center SW,59.6
Friendship Heights,Federal Triangle,48.5
Friendship Heights,Foggy Bottom,40.5
Friendship Heights,Forest Glen,0.1
Friendship Heights,Fort Totten,1.1
Friendship Heights,Franconia-Springfield,2.4
Friendship Heights,Friendship Heights,9.9
Friendship Heights,Gallery Place-Chinatown,177.4
Friendship Heights,Georgia Avenue-Petworth,1.1
Friendship Heights,Glenmont,0.5
Friendship Heights,Greenbelt,2.4
Friendship Heights,Grosvenor,21.9
Friendship Heights,Huntington,1.2
Friendship Heights,Judiciary Square,136.8
Friendship Heights,King Street,10.5
Friendship Heights,Landover,0.3
Friendship Heights,Largo Town Center,2
Friendship Heights,L'Enfant Plaza,86.8
Friendship Heights,McPherson Square,25.5
Friendship Heights,Medical Center,138.9
Friendship Heights,Metro Center,442.4
Friendship Heights,Minnesota Avenue,1.3
Friendship Heights,Morgan Blvd.,0.4
Friendship Heights,Mt. Vernon Square-UDC,6.4
Friendship Heights,Navy Yard,27.2
Friendship Heights,Naylor Road,0.6
Friendship Heights,New Carrollton,3.5
Friendship Heights,New York Ave,26.4
Friendship Heights,Pentagon,14.2
Friendship Heights,Pentagon City,5.4
Friendship Heights,Potomac Avenue,0.6
Friendship Heights,Prince George's Plaza,2.4
Friendship Heights,Reagan Washington National Airport,19.8
Friendship Heights,Rhode Island Avenue,2.7
Friendship Heights,Rockville,37
Friendship Heights,Rosslyn,35.6
Friendship Heights,Shady Grove,29
Friendship Heights,Shaw-Howard University,2.8
Friendship Heights,Silver Spring,5.8
Friendship Heights,Smithsonian,54
Friendship Heights,Southern Avenue,1.7
Friendship Heights,Stadium-Armory,3.3
Friendship Heights,Suitland,7.7
Friendship Heights,Takoma,1.5
Friendship Heights,Tenleytown-AU,41.1
Friendship Heights,Twinbrook,25.1
Friendship Heights,U Street-Cardozo,3.5
Friendship Heights,Union Station,236.5
Friendship Heights,Van Dorn Street,0.5
Friendship Heights,Van Ness-UDC,34.1
Friendship Heights,Vienna,2.6
Friendship Heights,Virginia Square-GMU,3.4
Friendship Heights,Waterfront,5.5
Friendship Heights,West Falls Church,3.1
Friendship Heights,West Hyattsville,0.7
Friendship Heights,Wheaton,1
Friendship Heights,White Flint,41.9
Friendship Heights,Woodley Park-Zoo,26.7
Gallery Place-Chinatown,Addison Road,2.7
Gallery Place-Chinatown,Anacostia,41.3
Gallery Place-Chinatown,Archives-Navy Memorial,3.9
Gallery Place-Chinatown,Arlington Cemetery,0.8
Gallery Place-Chinatown,Ballston,13.7
Gallery Place-Chinatown,Benning Road,1.7
Gallery Place-Chinatown,Bethesda,52.6
Gallery Place-Chinatown,Braddock Road,8.4
Gallery Place-Chinatown,Branch Avenue,6.7
Gallery Place-Chinatown,Brookland,24.2
Gallery Place-Chinatown,Capitol Heights,1.4
Gallery Place-Chinatown,Capitol South,30.9
Gallery Place-Chinatown,Cheverly,0.3
Gallery Place-Chinatown,Clarendon,2
Gallery Place-Chinatown,Cleveland Park,6.3
Gallery Place-Chinatown,College Park-U of MD,13
Gallery Place-Chinatown,Columbia Heights,39.2
Gallery Place-Chinatown,Congress Heights,9.1
Gallery Place-Chinatown,Court House,7.5
Gallery Place-Chinatown,Crystal City,42.9
Gallery Place-Chinatown,Deanwood,1.2
Gallery Place-Chinatown,Dunn Loring,3.6
Gallery Place-Chinatown,Dupont Circle,70.8
Gallery Place-Chinatown,East Falls Church,1.9
Gallery Place-Chinatown,Eastern Market,6
Gallery Place-Chinatown,Eisenhower Avenue,4.1
Gallery Place-Chinatown,Farragut North,192
Gallery Place-Chinatown,Farragut West,14.7
Gallery Place-Chinatown,Federal Center SW,17
Gallery Place-Chinatown,Federal Triangle,9.1
Gallery Place-Chinatown,Foggy Bottom,39.2
Gallery Place-Chinatown,Forest Glen,1.6
Gallery Place-Chinatown,Fort Totten,11.6
Gallery Place-Chinatown,Franconia-Springfield,10.1
Gallery Place-Chinatown,Friendship Heights,36.6
Gallery Place-Chinatown,Gallery Place-Chinatown,38.8
Gallery Place-Chinatown,Georgia Avenue-Petworth,12
Gallery Place-Chinatown,Glenmont,3.4
Gallery Place-Chinatown,Greenbelt,12
Gallery Place-Chinatown,Grosvenor,8.1
Gallery Place-Chinatown,Huntington,12.8
Gallery Place-Chinatown,Judiciary Square,8.9
Gallery Place-Chinatown,King Street,33
Gallery Place-Chinatown,Landover,1.7
Gallery Place-Chinatown,Largo Town Center,1.1
Gallery Place-Chinatown,L'Enfant Plaza,115.2
Gallery Place-Chinatown,McPherson Square,13.6
Gallery Place-Chinatown,Medical Center,47.8
Gallery Place-Chinatown,Metro Center,21.3
Gallery Place-Chinatown,Minnesota Avenue,3.1
Gallery Place-Chinatown,Morgan Blvd.,1.1
Gallery Place-Chinatown,Mt. Vernon Square-UDC,4.6
Gallery Place-Chinatown,Navy Yard,40.2
Gallery Place-Chinatown,Naylor Road,7
Gallery Place-Chinatown,New Carrollton,5.5
Gallery Place-Chinatown,New York Ave,27.8
Gallery Place-Chinatown,Pentagon,69.9
Gallery Place-Chinatown,Pentagon City,29
Gallery Place-Chinatown,Potomac Avenue,3
Gallery Place-Chinatown,Prince George's Plaza,10.2
Gallery Place-Chinatown,Reagan Washington National Airport,34.6
Gallery Place-Chinatown,Rhode Island Avenue,16.8
Gallery Place-Chinatown,Rockville,9.4
Gallery Place-Chinatown,Rosslyn,40
Gallery Place-Chinatown,Shady Grove,9.4
Gallery Place-Chinatown,Shaw-Howard University,9
Gallery Place-Chinatown,Silver Spring,26.8
Gallery Place-Chinatown,Smithsonian,10.5
Gallery Place-Chinatown,Southern Avenue,16.5
Gallery Place-Chinatown,Stadium-Armory,3.9
Gallery Place-Chinatown,Suitland,22.4
Gallery Place-Chinatown,Takoma,6.4
Gallery Place-Chinatown,Tenleytown-AU,48.1
Gallery Place-Chinatown,Twinbrook,11.1
Gallery Place-Chinatown,U Street-Cardozo,15.9
Gallery Place-Chinatown,Union Station,74.5
Gallery Place-Chinatown,Van Dorn Street,3.8
Gallery Place-Chinatown,Van Ness-UDC,21.1
Gallery Place-Chinatown,Vienna,5.1
Gallery Place-Chinatown,Virginia Square-GMU,3.9
Gallery Place-Chinatown,Waterfront,22.7
Gallery Place-Chinatown,West Falls Church,6.2
Gallery Place-Chinatown,West Hyattsville,3.3
Gallery Place-Chinatown,Wheaton,3.5
Gallery Place-Chinatown,White Flint,15.7
Gallery Place-Chinatown,Woodley Park-Zoo,15.9
Georgia Avenue-Petworth,Addison Road,4.9
Georgia Avenue-Petworth,Anacostia,61.9
Georgia Avenue-Petworth,Archives-Navy Memorial,104.4
Georgia Avenue-Petworth,Arlington Cemetery,1.1
Georgia Avenue-Petworth,Ballston,15.8
Georgia Avenue-Petworth,Benning Road,9.6
Georgia Avenue-Petworth,Bethesda,22.6
Georgia Avenue-Petworth,Braddock Road,10
Georgia Avenue-Petworth,Branch Avenue,9.6
Georgia Avenue-Petworth,Brookland,20.2
Georgia Avenue-Petworth,Capitol Heights,5.6
Georgia Avenue-Petworth,Capitol South,56.4
Georgia Avenue-Petworth,Cheverly,2.6
Georgia Avenue-Petworth,Clarendon,5.2
Georgia Avenue-Petworth,Cleveland Park,1.4
Georgia Avenue-Petworth,College Park-U of MD,38.3
Georgia Avenue-Petworth,Columbia Heights,116.6
Georgia Avenue-Petworth,Congress Heights,15.1
Georgia Avenue-Petworth,Court House,13.9
Georgia Avenue-Petworth,Crystal City,34.3
Georgia Avenue-Petworth,Deanwood,6.2
Georgia Avenue-Petworth,Dunn Loring,4.1
Georgia Avenue-Petworth,Dupont Circle,62.8
Georgia Avenue-Petworth,East Falls Church,5.5
Georgia Avenue-Petworth,Eastern Market,36.7
Georgia Avenue-Petworth,Eisenhower Avenue,6.1
Georgia Avenue-Petworth,Farragut North,260.2
Georgia Avenue-Petworth,Farragut West,30.8
Georgia Avenue-Petworth,Federal Center SW,29.6
Georgia Avenue-Petworth,Federal Triangle,21.9
Georgia Avenue-Petworth,Foggy Bottom,73.5
Georgia Avenue-Petworth,Forest Glen,5.2
Georgia Avenue-Petworth,Fort Totten,26.6
Georgia Avenue-Petworth,Franconia-Springfield,7
Georgia Avenue-Petworth,Friendship Heights,11.7
Georgia Avenue-Petworth,Gallery Place-Chinatown,172.8
Georgia Avenue-Petworth,Georgia Avenue-Petworth,9.3
Georgia Avenue-Petworth,Glenmont,4.2
Georgia Avenue-Petworth,Greenbelt,21.9
Georgia Avenue-Petworth,Grosvenor,0.4
Georgia Avenue-Petworth,Huntington,8.8
Georgia Avenue-Petworth,Judiciary Square,34
Georgia Avenue-Petworth,King Street,31.2
Georgia Avenue-Petworth,Landover,2.6
Georgia Avenue-Petworth,Largo Town Center,6.2
Georgia Avenue-Petworth,L'Enfant Plaza,151
Georgia Avenue-Petworth,McPherson Square,29.2
Georgia Avenue-Petworth,Medical Center,10.4
Georgia Avenue-Petworth,Metro Center,72.9
Georgia Avenue-Petworth,Minnesota Avenue,14.4
Georgia Avenue-Petworth,Morgan Blvd.,4.7
Georgia Avenue-Petworth,Mt. Vernon Square-UDC,48.6
Georgia Avenue-Petworth,Navy Yard,50.2
Georgia Avenue-Petworth,Naylor Road,6.8
Georgia Avenue-Petworth,New Carrollton,9.2
Georgia Avenue-Petworth,New York Ave,34.5
Georgia Avenue-Petworth,Pentagon,35
Georgia Avenue-Petworth,Pentagon City,25.3
Georgia Avenue-Petworth,Potomac Avenue,9.7
Georgia Avenue-Petworth,Prince George's Plaza,38.3
Georgia Avenue-Petworth,Reagan Washington National Airport,25.4
Georgia Avenue-Petworth,Rhode Island Avenue,27.6
Georgia Avenue-Petworth,Rockville,2.8
Georgia Avenue-Petworth,Rosslyn,56.3
Georgia Avenue-Petworth,Shady Grove,7.7
Georgia Avenue-Petworth,Shaw-Howard University,16.9
Georgia Avenue-Petworth,Silver Spring,46.8
Georgia Avenue-Petworth,Smithsonian,31.1
Georgia Avenue-Petworth,Southern Avenue,14.5
Georgia Avenue-Petworth,Stadium-Armory,9
Georgia Avenue-Petworth,Suitland,22.8
Georgia Avenue-Petworth,Takoma,10.7
Georgia Avenue-Petworth,Tenleytown-AU,31.7
Georgia Avenue-Petworth,Twinbrook,4.6
Georgia Avenue-Petworth,U Street-Cardozo,47.5
Georgia Avenue-Petworth,Union Station,106.4
Georgia Avenue-Petworth,Van Dorn Street,3
Georgia Avenue-Petworth,Van Ness-UDC,13.2
Georgia Avenue-Petworth,Vienna,2.6
Georgia Avenue-Petworth,Virginia Square-GMU,7
Georgia Avenue-Petworth,Waterfront,26.6
Georgia Avenue-Petworth,West Falls Church,10.2
Georgia Avenue-Petworth,West Hyattsville,19.7
Georgia Avenue-Petworth,Wheaton,11.3
Georgia Avenue-Petworth,White Flint,5.6
Georgia Avenue-Petworth,Woodley Park-Zoo,4
Glenmont,Addison Road,3.2
Glenmont,Anacostia,9.4
Glenmont,Archives-Navy Memorial,23.5
Glenmont,Arlington Cemetery,0.8
Glenmont,Ballston,48.3
Glenmont,Benning Road,1.5
Glenmont,Bethesda,4.5
Glenmont,Braddock Road,8.7
Glenmont,Branch Avenue,3.6
Glenmont,Brookland,90.3
Glenmont,Capitol Heights,1.5
Glenmont,Capitol South,30.2
Glenmont,Cheverly,1
Glenmont,Clarendon,11.7
Glenmont,Cleveland Park,2.8
Glenmont,College Park-U of MD,18
Glenmont,Columbia Heights,20.8
Glenmont,Congress Heights,2.6
Glenmont,Court House,19.8
Glenmont,Crystal City,71
Glenmont,Deanwood,1.3
Glenmont,Dunn Loring,10
Glenmont,Dupont Circle,118
Glenmont,East Falls Church,4
Glenmont,Eastern Market,10.9
Glenmont,Eisenhower Avenue,4.5
Glenmont,Farragut North,608.3
Glenmont,Farragut West,71.3
Glenmont,Federal Center SW,74.5
Glenmont,Federal Triangle,75
Glenmont,Foggy Bottom,112.4
Glenmont,Forest Glen,15
Glenmont,Fort Totten,21.9
Glenmont,Franconia-Springfield,7.5
Glenmont,Friendship Heights,9.2
Glenmont,Gallery Place-Chinatown,223
Glenmont,Georgia Avenue-Petworth,11.9
Glenmont,Glenmont,11.6
Glenmont,Greenbelt,11.3
Glenmont,Grosvenor,0.6
Glenmont,Huntington,4.9
Glenmont,Judiciary Square,272.2
Glenmont,King Street,40.8
Glenmont,Landover,3.5
Glenmont,Largo Town Center,1.3
Glenmont,L'Enfant Plaza,248.6
Glenmont,McPherson Square,106.2
Glenmont,Medical Center,4
Glenmont,Metro Center,396.4
Glenmont,Minnesota Avenue,7
Glenmont,Morgan Blvd.,2.5
Glenmont,Mt. Vernon Square-UDC,11.4
Glenmont,Navy Yard,84.5
Glenmont,Naylor Road,2.3
Glenmont,New Carrollton,8.1
Glenmont,New York Ave,138
Glenmont,Pentagon,75.5
Glenmont,Pentagon City,29.2
Glenmont,Potomac Avenue,2.5
Glenmont,Prince George's Plaza,12
Glenmont,Reagan Washington National Airport,21.2
Glenmont,Rhode Island Avenue,20.4
Glenmont,Rockville,0.5
Glenmont,Rosslyn,84
Glenmont,Shady Grove,1.2
Glenmont,Shaw-Howard University,15.7
Glenmont,Silver Spring,222.3
Glenmont,Smithsonian,117.8
Glenmont,Southern Avenue,4.1
Glenmont,Stadium-Armory,0.7
Glenmont,Suitland,10.5
Glenmont,Takoma,28.8
Glenmont,Tenleytown-AU,9
Glenmont,Twinbrook,0.1
Glenmont,U Street-Cardozo,15.7
Glenmont,Union Station,390
Glenmont,Van Dorn Street,3.5
Glenmont,Van Ness-UDC,11.2
Glenmont,Vienna,5.9
Glenmont,Virginia Square-GMU,11
Glenmont,Waterfront,16
Glenmont,West Falls Church,11
Glenmont,West Hyattsville,4
Glenmont,Wheaton,28.4
Glenmont,White Flint,0.3
Glenmont,Woodley Park-Zoo,20
Greenbelt,Addison Road,2.6
Greenbelt,Anacostia,20
Greenbelt,Archives-Navy Memorial,236.8
Greenbelt,Arlington Cemetery,5.6
Greenbelt,Ballston,40.7
Greenbelt,Benning Road,3
Greenbelt,Bethesda,24
Greenbelt,Braddock Road,9
Greenbelt,Branch Avenue,10.2
Greenbelt,Brookland,44.3
Greenbelt,Capitol Heights,1.5
Greenbelt,Capitol South,35
Greenbelt,Cheverly,0.2
Greenbelt,Clarendon,10.1
Greenbelt,Cleveland Park,4
Greenbelt,College Park-U of MD,30.3
Greenbelt,Columbia Heights,82.6
Greenbelt,Congress Heights,3.5
Greenbelt,Court House,15.4
Greenbelt,Crystal City,108.9
Greenbelt,Deanwood,1.2
Greenbelt,Dunn Loring,12.9
Greenbelt,Dupont Circle,92
Greenbelt,East Falls Church,3.4
Greenbelt,Eastern Market,9.5
Greenbelt,Eisenhower Avenue,5
Greenbelt,Farragut North,305
Greenbelt,Farragut West,100.7
Greenbelt,Federal Center SW,62.9
Greenbelt,Federal Triangle,85
Greenbelt,Foggy Bottom,101.7
Greenbelt,Forest Glen,5.3
Greenbelt,Fort Totten,42.6
Greenbelt,Franconia-Springfield,15.8
Greenbelt,Friendship Heights,26.2
Greenbelt,Gallery Place-Chinatown,316.6
Greenbelt,Georgia Avenue-Petworth,33.9
Greenbelt,Glenmont,5.7
Greenbelt,Greenbelt,8.2
Greenbelt,Grosvenor,4.2
Greenbelt,Huntington,4.6
Greenbelt,Judiciary Square,75.6
Greenbelt,King Street,43.5
Greenbelt,Landover,1.2
Greenbelt,Largo Town Center,5
Greenbelt,L'Enfant Plaza,449
Greenbelt,McPherson Square,106.5
Greenbelt,Medical Center,26.1
Greenbelt,Metro Center,155
Greenbelt,Minnesota Avenue,1.8
Greenbelt,Morgan Blvd.,1
Greenbelt,Mt. Vernon Square-UDC,108.2
Greenbelt,Navy Yard,109.6
Greenbelt,Naylor Road,4.5
Greenbelt,New Carrollton,1.9
Greenbelt,New York Ave,62.6
Greenbelt,Pentagon,137.2
Greenbelt,Pentagon City,51.6
Greenbelt,Potomac Avenue,3.8
Greenbelt,Prince George's Plaza,44.2
Greenbelt,Reagan Washington National Airport,22.7
Greenbelt,Rhode Island Avenue,13.6
Greenbelt,Rockville,11.8
Greenbelt,Rosslyn,71.5
Greenbelt,Shady Grove,9.9
Greenbelt,Shaw-Howard University,34.1
Greenbelt,Silver Spring,97
Greenbelt,Smithsonian,88.8
Greenbelt,Southern Avenue,4.5
Greenbelt,Stadium-Armory,1.5
Greenbelt,Suitland,18.9
Greenbelt,Takoma,13.1
Greenbelt,Tenleytown-AU,14.9
Greenbelt,Twinbrook,4.2
Greenbelt,U Street-Cardozo,58.7
Greenbelt,Union Station,153.1
Greenbelt,Van Dorn Street,4.2
Greenbelt,Van Ness-UDC,7
Greenbelt,Vienna,9
Greenbelt,Virginia Square-GMU,13
Greenbelt,Waterfront,22.2
Greenbelt,West Falls Church,13.2
Greenbelt,West Hyattsville,10.6
Greenbelt,Wheaton,16.5
Greenbelt,White Flint,5.6
Greenbelt,Woodley Park-Zoo,8.6
Grosvenor,Addison Road,0.2
Grosvenor,Anacostia,2.7
Grosvenor,Archives-Navy Memorial,11.5
Grosvenor,Arlington Cemetery,1
Grosvenor,Ballston,20.4
Grosvenor,Bethesda,128.4
Grosvenor,Braddock Road,4.9
Grosvenor,Branch Avenue,1.2
Grosvenor,Brookland,12.9
Grosvenor,Capitol Heights,0
Grosvenor,Capitol South,41.8
Grosvenor,Cheverly,0.3
Grosvenor,Clarendon,6.4
Grosvenor,Cleveland Park,6.9
Grosvenor,College Park-U of MD,4.7
Grosvenor,Columbia Heights,2.5
Grosvenor,Congress Heights,0.8
Grosvenor,Court House,10
Grosvenor,Crystal City,35.5
